"","block_year","development_key","year_completed","clue_block","street_address","resi_dwellings","studio_dwe","one_bdrm_dwe","two_bdrm_dwe","three_bdrm_dwe","student_apartments","student_beds","student_accommodation_units","car_spaces","bike_spaces","longitude","latitude","block_id","census_year","bar_pub_patron_limit","cafe_restaurant_seats_indoor","cafe_restaurant_seats_outdoor","dwelling_house_townhouse","dwelling_residential_apartments","dwelling_student_apartments","m2_commercial_accommodation","m2_common_area","m2_community_use","m2_educational_research","m2_entertainment_recreation_indoor","m2_equipment_installation","m2_hospital_clinic","m2_house_townhouse","m2_institutional_accommodation","m2_manufacturing","m2_office","m2_park_reserve","m2_parking_commercial_covered","m2_parking_commercial_uncovered","m2_parking_private_covered","m2_parking_private_uncovered","m2_performances_conferences_ceremonies","m2_private_outdoor_space","m2_public_display_area","m2_residential_apartment","m2_retail_cars","m2_retail_shop","m2_retail_showroom","m2_retail_stall","m2_sports_and_recreation_outdoor","m2_square_promenade","m2_storage","m2_student_accommodation","m2_transport","m2_transport_storage_uncovered","m2_unoccupied_under_construction","m2_unoccupied_under_demolition_condemned","m2_unoccupied_under_renovation","m2_unoccupied_undeveloped_site","m2_unoccupied_unused","m2_wholesale","m2_workshop_studio","parking_n_commercial","parking_n_private","parking_n_residential","services_accommodation_and_food","services_administrative_and_support","services_agriculture_forestry_and_fishing","services_arts_and_recreation","services_construction","services_education_and_training","services_electricity_gas_water_and_waste","services_financial_and_insurance","services_health_care_and_social_assistance","services_information_media_and_telecommunications","services_manufacturing","services_mining","services_other","services_professional_scientific_and_technical","services_public_administration_and_safety","services_rental_hiring_and_real_estate","services_retail_trade","services_transport_postal_and_warehousing","services_wholesale_trade"
"216","105_2012","X000296",2012,105,"427-457 Swanston Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9626891,-37.80826408,105,2012,851,443,88,0,204,0,2945,12021,0,13302,1567,0,0,0,0,0,6324,0,0,0,10382,0,0,554,0,13475,0,3926,0,0,0,0,0,0,0,0,0,0,0,0,9774,0,0,0,215,150,8,1,0,0,0,3,0,0,1,3,0,0,0,3,1,2,3,2,1
"217","203_2007","X000331",2007,203,"864-866 Swanston Street CARLTON VIC 3053",1,0,0,0,0,16,0,16,0,0,144.9651384,-37.79606949,203,2007,0,73,0,54,12,16,0,442,0,0,0,0,0,7235,0,0,0,0,0,0,0,0,0,2924,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"218","203_2010","X000330",2010,203,"842-844 Swanston Street CARLTON VIC 3053",0,0,0,0,0,13,0,13,0,0,144.9649354,-37.79648227,203,2010,0,75,0,51,12,17,0,463,0,0,0,0,0,6580,0,0,0,0,0,0,0,0,0,2924,0,932,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"219","204_2007","X000332",2007,204,"College Square on Swanston 768-804 Swanston Street CARLTON VIC 3053",0,0,0,0,0,553,0,553,0,0,144.9651744,-37.79783266,204,2007,239,70,0,11,6,554,0,14872,0,7343,0,0,0,2196,0,0,0,0,0,0,20004,0,0,4602,0,0,0,0,0,0,0,0,0,23380,0,0,0,0,0,0,0,0,0,715,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"220","255_2009","X000382",2009,255,"127-135 Pelham Street CARLTON VIC 3053",0,0,0,0,0,219,0,219,0,0,144.9639452,-37.80276993,255,2009,154,157,30,20,185,420,0,8404,0,2166,1059,0,0,3244,0,0,10956,0,0,0,5775,0,0,1179,0,10332,0,1422,0,0,0,0,0,11057,0,0,0,0,0,0,0,0,2978,0,295,51,5,1,0,0,2,1,0,2,4,0,5,0,6,8,1,1,3,0,1
"221","265_2014","X000426",2014,265,"514-520 Swanston Street CARLTON VIC 3053",110,0,60,50,0,0,0,0,0,0,144.9635329,-37.8048373,265,2014,0,562,117,9,11,473,388,13996,0,13372,1032,0,0,1267,0,0,10759,0,15538,0,5304,0,0,1168,0,810,0,1046,0,0,0,0,0,11508,0,0,10359,0,0,0,1388,0,0,230,322,165,10,3,0,0,1,4,0,0,0,0,1,0,8,1,1,2,2,0,1
"222","265_2005","X000424",2005,265,"462-468 Swanston Street CARLTON VIC 3053",0,0,0,0,0,65,0,65,0,0,144.9633297,-37.80600874,265,2005,0,492,16,11,6,323,0,11068,0,8556,1235,0,0,1529,0,0,15489,0,16411,0,0,0,0,1168,0,500,0,915,0,0,0,0,0,13090,0,0,0,0,0,0,5538,0,0,465,456,7,7,3,0,0,0,2,0,0,0,1,2,0,12,6,0,1,3,0,1
"223","862_2003","X000949",2003,862,"2-14 Hope Street SOUTH YARRA VIC 3141",12,0,0,0,0,0,0,0,0,0,144.9793101,-37.83713828,862,2003,0,138,0,107,174,0,2422,4488,0,0,1338,0,0,18680,0,0,0,0,0,0,0,0,0,19795,0,10918,0,0,0,0,0,0,0,5262,0,0,0,0,1182,0,0,0,0,0,101,127,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","376_2005","X000534",2005,376,"12-24 Tyrone Street NORTH MELBOURNE VIC 3051",18,0,0,0,0,0,0,0,0,0,144.9543622,-37.80091468,376,2005,120,100,40,1,98,0,0,5442,0,0,0,0,6218,0,0,0,2254,0,6790,0,0,1914,0,3081,7439,7140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,280,65,94,1,1,0,14,0,1,1,0,4,3,1,0,7,3,0,0,1,1,0
"225","219_2014","X000354",2014,219,"14-28 University Street CARLTON VIC 3053",17,0,0,0,0,0,0,0,0,0,144.9693014,-37.79941827,219,2014,0,80,0,64,93,0,0,2777,0,800,0,0,0,10754,0,0,290,0,0,0,2407,0,0,3393,0,9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,153,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
"226","613_2005","X000686",2005,613,"Victoria Brewery Site 412-442 Victoria Parade EAST MELBOURNE VIC 3002",428,0,0,0,0,0,0,0,0,0,144.9856247,-37.81004691,613,2005,0,149,38,3,585,0,0,14349,0,0,992,0,1145,1111,0,0,1806,0,0,0,19846,0,0,3989,0,46330,0,939,0,0,0,0,0,0,0,0,0,0,0,0,938,0,0,60,10,688,5,0,0,1,0,1,0,0,15,1,0,0,5,2,0,1,3,0,0
"227","644_2010","X000698",2010,644,"68-90 Victoria Parade EAST MELBOURNE VIC 3002",0,0,0,0,0,0,0,0,0,0,144.9742889,-37.80856345,644,2010,0,451,109,0,0,0,0,24472,0,221,1900,3531,3495,0,0,0,48005,0,9341,0,10848,0,0,4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,0,862,0,0,500,306,0,4,0,0,0,0,2,0,3,28,0,2,0,7,14,3,1,0,0,0
"228","125_2011","X000317",2011,125,"51-57 Victoria Street MELBOURNE VIC 3000",59,0,0,0,0,0,0,0,0,0,144.9606307,-37.80670752,125,2011,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4886,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"229","355_2012","X000492",2012,355,"448 Victoria Street NORTH MELBOURNE VIC 3051",0,0,0,0,0,0,0,0,0,0,144.9513519,-37.80505506,355,2012,400,200,0,61,21,0,0,1190,0,0,0,0,0,12906,0,0,5506,0,0,0,0,0,0,2867,0,2539,0,0,0,0,0,0,753,0,0,0,0,0,0,0,677,0,0,0,47,45,2,1,0,0,2,0,0,3,3,1,1,0,2,12,0,0,2,1,2
"230","356_2011","X000494",2011,356,"406-416 Victoria Street NORTH MELBOURNE VIC 3051",0,0,0,0,0,0,0,0,0,0,144.9525726,-37.80518028,356,2011,0,50,6,50,5,0,0,136,0,0,0,4548,0,9437,0,0,1833,0,0,0,0,0,0,1917,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,0,2796,0,21,33,1,1,0,0,0,1,0,0,1,1,2,0,6,4,1,0,4,0,1
"231","357_2009","X000499",2009,357,"Ramsden Apartments 352-362 Victoria Street NORTH MELBOURNE VIC 3051",18,0,0,0,0,0,0,0,0,0,144.9543392,-37.80537856,357,2009,114,242,25,15,111,20,0,6256,0,3777,894,0,0,1803,0,0,6962,0,0,0,3640,0,0,5568,0,12445,0,674,0,0,0,0,4278,662,0,0,0,0,0,0,1138,0,0,0,106,160,6,1,0,1,0,2,0,2,3,2,0,0,8,10,0,0,3,1,1
"232","357_2002","X000498",2002,357,"328-350 Victoria Street NORTH MELBOURNE VIC 3051",64,0,0,0,0,0,0,0,0,0,144.9547634,-37.80542601,357,2002,0,90,0,13,7,0,0,995,0,4434,0,0,0,1403,0,0,8179,0,0,0,2086,0,0,5384,0,1128,0,650,0,0,0,0,3825,0,0,0,4993,0,0,0,4277,0,0,0,95,16,2,3,0,1,1,1,0,1,1,0,1,0,5,2,0,0,1,4,2
"233","378_2003","X000548",2003,378,"1-9 Villiers Street NORTH MELBOURNE VIC 3051",30,0,0,0,0,0,0,0,0,0,144.9520654,-37.79989626,378,2003,650,338,59,10,26,0,0,1473,0,0,1893,0,0,1066,0,0,5143,0,0,0,0,0,0,5728,0,2584,0,0,0,0,0,0,3418,0,0,0,0,0,0,0,1599,0,0,0,135,23,3,0,0,1,0,0,0,1,2,0,0,0,5,2,0,0,0,0,2
"234","378_2005","X000549",2005,378,"11-21A Villiers Street NORTH MELBOURNE VIC 3051",25,0,0,0,0,0,0,0,0,0,144.9522644,-37.79962041,378,2005,650,338,59,10,84,0,0,2532,0,0,1822,0,0,1087,0,0,5235,0,0,0,3831,0,0,6287,0,9196,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,433,0,0,0,152,98,3,0,0,0,1,0,0,0,2,0,0,0,5,4,0,0,0,1,2
"235","439_2015","X001170",2015,439,"33-37 Walsh Street WEST MELBOURNE VIC 3003",10,0,10,0,0,0,0,0,0,0,144.9533881,-37.80842803,439,2015,0,350,0,7,10,0,0,1085,0,691,1163,5040,0,1246,0,0,3679,0,0,0,1368,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,0,67,2,1,0,0,0,0,2,1,1,0,0,0,0,3,9,0,0,1,1,1
"236","656_2006","X000704",2006,656,"95-111 Wellington Parade South EAST MELBOURNE VIC 3002",17,0,0,0,0,0,0,0,0,0,144.9806561,-37.81716733,656,2006,0,40,4,48,129,0,1654,8216,0,0,0,0,0,16092,0,0,19853,0,0,0,11429,0,0,14497,0,12313,0,0,0,0,0,0,0,0,0,0,0,687,0,0,2413,0,0,0,274,189,4,2,0,11,1,0,0,4,3,0,1,0,4,13,1,1,1,0,2
"237","618_2002","X000691",2002,618,"1-9 Powlett Street EAST MELBOURNE VIC 3002",78,0,0,0,0,0,0,0,0,0,144.9848349,-37.81608712,618,2002,344,526,4,9,244,0,13361,18734,0,0,6462,0,0,3159,0,0,3795,0,0,0,13047,0,0,7448,0,19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,340,232,3,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,2,1,2
"238","62_2014","X000155",2014,62,"189-203 William Street MELBOURNE VIC 3000",480,0,0,0,0,0,0,0,0,0,144.9570652,-37.81464582,62,2014,390,1065,159,0,40,0,0,21050,0,3327,4840,3295,0,0,0,0,46389,0,23766,0,7316,0,0,3188,0,2038,0,0,0,0,0,0,0,0,0,0,0,0,18115,0,32142,0,0,708,205,0,11,0,0,0,0,2,1,1,0,0,0,0,3,11,1,0,2,0,0
"239","62_2010","X000157",2010,62,"William Cooper Justice Centre 223-229 William Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.957026,-37.81403791,62,2010,390,1068,162,0,40,0,0,19364,0,0,4773,1677,0,0,0,0,49080,0,23766,0,6339,0,0,3188,0,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54356,0,0,708,194,0,11,0,0,0,0,2,1,2,0,0,0,0,2,18,0,0,2,0,0
"240","82_2004","X000207",2004,82,"277-287 William Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9563615,-37.8125206,82,2004,0,652,203,0,35,0,0,21243,0,1950,4277,3013,0,0,0,0,59712,0,0,0,13709,0,33320,2425,0,4212,0,0,0,0,0,0,216,0,1477,0,0,0,0,0,17052,0,0,0,348,55,11,7,0,0,0,4,1,6,0,3,0,0,1,28,5,3,3,1,2
"241","93_2014","X000248",2014,93,"Art on the Park Apartments 330-352 William Street MELBOURNE VIC 3000",354,0,291,62,1,0,0,0,445,266,144.9565752,-37.81124627,93,2014,0,369,24,0,716,0,3280,27994,0,1898,800,0,0,0,0,0,35742,0,9744,0,14246,0,1145,1355,0,41772,0,535,0,0,0,0,0,0,0,0,42624,0,6375,0,8819,1987,0,255,148,271,7,1,0,1,0,4,0,4,0,0,0,0,4,14,4,3,2,0,2
"242","377_2003","X000541",2003,377,"29-35 Wreckyn Street NORTH MELBOURNE VIC 3051",45,0,0,0,0,0,0,0,0,0,144.9541318,-37.80003487,377,2003,317,201,28,17,46,174,0,3399,0,0,1093,0,1927,2231,0,0,7882,0,0,0,2414,0,0,3032,0,2493,0,0,0,0,0,0,0,2269,0,0,370,0,0,0,4774,0,842,0,213,50,6,1,0,1,1,1,0,0,4,0,2,0,8,11,0,0,1,1,2
"243","376_2010","X000538",2010,376,"36-48 Wreckyn Street NORTH MELBOURNE VIC 3051",0,0,0,0,0,0,0,0,0,0,144.9547748,-37.80037791,376,2010,100,95,16,1,143,0,0,7539,0,0,0,0,5717,0,0,0,4034,0,5835,0,5553,0,0,2362,7439,10643,0,852,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,659,252,65,168,1,0,0,18,0,1,1,0,2,0,1,0,7,5,1,0,1,1,0
"244","376_2005","X000537",2005,376,"30-34 Wreckyn Street NORTH MELBOURNE VIC 3051",49,0,0,0,0,0,0,0,0,0,144.9545415,-37.80053674,376,2005,120,100,40,1,98,0,0,5442,0,0,0,0,6218,0,0,0,2254,0,6790,0,0,1914,0,3081,7439,7140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,280,65,94,1,1,0,14,0,1,1,0,4,3,1,0,7,3,0,0,1,1,0
"245","376_2010","X000535",2010,376,"16-28 Wreckyn Street NORTH MELBOURNE VIC 3051",37,0,0,0,0,0,0,0,0,0,144.9542365,-37.80069722,376,2010,100,95,16,1,143,0,0,7539,0,0,0,0,5717,0,0,0,4034,0,5835,0,5553,0,0,2362,7439,10643,0,852,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,659,252,65,168,1,0,0,18,0,1,1,0,2,0,1,0,7,5,1,0,1,1,0
"246","658_2011","X000705",2011,658,"Yarra Park Brunton Avenue EAST MELBOURNE VIC 3002",0,0,0,0,0,0,0,0,0,0,144.9872722,-37.81975517,658,2011,2800,3240,175,0,0,0,0,28687,0,0,46799,0,0,0,0,0,5711,0,0,0,0,0,0,0,0,0,0,910,0,0,85266,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,1,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"247","801_2002","X000892",2002,801,"Riverside Apartments 1 Riverside Quay SOUTHBANK VIC 3006",120,0,0,0,0,0,0,0,0,0,144.9638779,-37.82190773,801,2002,0,284,158,0,126,0,7218,19402,0,0,1907,0,0,0,0,0,43040,0,39712,0,16227,0,0,13246,0,9982,0,0,0,0,0,0,0,0,0,0,33768,0,0,0,2165,0,0,1384,434,80,5,2,0,0,0,0,0,11,0,7,1,2,4,13,2,0,1,1,0
"248","812_2002","X000934",2002,812,"Gallery Tower 27-33 City Road SOUTHBANK VIC 3006",58,0,0,0,0,0,0,0,0,0,144.9668593,-37.82173393,812,2002,0,148,25,0,159,0,14426,11228,0,1556,559,0,0,0,0,0,14954,0,0,0,16523,0,0,1947,0,16836,0,392,0,0,0,0,0,0,0,0,0,0,0,0,6808,0,0,0,333,222,6,3,0,2,3,2,0,2,2,7,2,0,2,15,0,0,4,0,1
"249","811_2015","X000928",2015,811,"WRAP Residences 133-139 City Road SOUTHBANK VIC 3006",287,0,129,154,4,0,0,0,0,0,144.9635826,-37.82348398,811,2015,0,60,16,0,479,0,10477,13132,0,0,873,0,0,0,0,0,0,0,0,0,18633,0,0,0,0,36370,0,0,0,0,0,0,0,0,0,0,66471,0,0,0,3616,0,0,65,0,585,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"250","811_2015","X000929",2015,811,"141-155 City Road SOUTHBANK VIC 3006",517,0,241,140,136,0,0,0,464,0,144.9632528,-37.82376428,811,2015,0,60,16,0,479,0,10477,13132,0,0,873,0,0,0,0,0,0,0,0,0,18633,0,0,0,0,36370,0,0,0,0,0,0,0,0,0,0,66471,0,0,0,3616,0,0,65,0,585,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"251","808_2009","X000918",2009,808,"Southbank One 174-184 City Road SOUTHBANK VIC 3006",317,0,0,0,0,0,0,0,0,0,144.9619163,-37.8238378,808,2009,0,188,18,0,291,0,0,12311,0,0,1043,0,0,0,0,0,11647,0,0,0,18987,0,0,1005,0,27527,0,3166,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,127,331,4,1,0,1,0,0,2,1,0,1,0,0,0,7,0,1,6,3,2
"252","815_2015","X000943",2015,815,"276-282 City Road SOUTHBANK VIC 3006",108,0,81,27,0,0,0,0,3,64,144.9591382,-37.82638529,815,2015,0,19,4,0,0,0,0,28,0,0,0,0,0,0,0,0,2677,0,0,0,0,0,0,0,0,0,0,0,1677,0,0,0,0,0,0,0,17753,0,0,0,0,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,2,0,0
"253","730_2006","X000722",2006,730,"334-342 City Road SOUTHBANK VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9573511,-37.82783763,730,2006,600,110,0,0,242,0,3797,5317,0,0,0,0,0,0,0,0,1989,0,0,3234,8114,0,0,1763,0,24327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,73,300,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,1,0,1
"254","812_2010","X000937",2010,812,"Triptych Apartments 8-10 Kavanagh Street SOUTHBANK VIC 3006",157,0,0,0,0,0,0,0,0,0,144.9665796,-37.82248629,812,2010,0,118,44,0,368,0,15323,16845,0,1841,0,0,0,0,0,0,17601,0,0,0,24220,0,0,940,0,32668,0,908,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,1536,0,317,463,7,2,0,2,2,2,0,0,2,4,2,1,4,15,0,4,2,0,2
"255","812_2008","X000932",2008,812,"18 Kavanagh Street SOUTHBANK VIC 3006",11,0,0,0,0,0,0,0,0,0,144.9660269,-37.82271891,812,2008,0,118,44,0,368,0,15323,16845,0,1841,0,0,0,0,0,0,17601,0,0,0,24220,0,0,940,0,32668,0,908,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,1536,0,317,463,7,2,0,2,2,2,0,0,2,4,2,1,4,15,0,4,2,0,2
"256","812_2003","X000933",2003,812,"Southpoint Apartments 20-22 Kavanagh Street SOUTHBANK VIC 3006",182,0,0,0,0,0,0,0,0,0,144.9658274,-37.82280805,812,2003,0,148,25,0,159,0,14426,11228,0,1556,559,0,0,0,0,0,14954,0,0,0,16523,0,0,1947,0,16836,0,392,0,0,0,0,0,0,0,0,0,0,0,0,6808,0,0,0,333,222,6,3,0,2,3,2,0,2,2,7,2,0,2,15,0,0,4,0,1
"257","748_2004","X000762",2004,748,"Eight Apartments 6-8 Dorcas Street SOUTHBANK VIC 3006",180,0,0,0,0,0,0,0,0,0,144.9701752,-37.82984525,748,2004,0,180,30,0,215,0,8070,12633,0,0,1691,1248,0,0,0,0,30125,0,6867,0,14833,0,0,2159,0,10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10807,0,0,240,310,351,4,0,0,1,0,0,1,2,0,3,0,1,1,8,0,2,1,1,4
"258","748_2010","X000756",2010,748,"Elm Apartments 18-24 Dorcas Street SOUTHBANK VIC 3006",286,0,0,0,0,0,0,0,0,0,144.9695712,-37.83002099,748,2010,0,140,30,0,215,0,8070,12184,0,0,1323,1338,0,0,0,0,33335,0,7190,0,14887,0,0,2444,0,10483,0,0,0,0,0,0,2821,0,0,0,0,5579,0,0,0,0,0,240,312,301,3,1,0,0,0,0,2,1,0,2,0,0,5,14,0,4,2,1,3
"259","740_2013","X000745",2013,740,"151-169 Kings Way SOUTHBANK VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9638035,-37.82871319,740,2013,0,30,0,0,0,0,0,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"260","748_2013","X000761",2013,748,"The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006",353,0,205,148,0,0,0,0,222,0,144.9693921,-37.82956556,748,2013,0,203,66,0,854,0,2384,25624,0,3925,877,0,0,0,0,0,26615,0,7190,0,34137,0,0,1109,0,55382,0,599,0,0,0,0,0,0,0,0,0,0,0,0,4676,0,0,240,352,855,5,1,0,0,3,2,1,1,0,0,0,0,1,15,0,2,4,1,2
"261","804_2009","X000907",2009,804,"Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,804,2009,0,31,0,0,0,0,0,6953,0,0,0,0,0,0,0,0,7743,0,0,0,0,0,0,88683,0,0,0,0,0,0,0,0,0,0,0,0,94144,0,0,0,0,0,0,2396,65,0,0,1,0,2,0,0,0,1,0,2,0,0,4,1,0,0,0,0,0
"262","804_2011","X000908",2011,804,"Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,804,2011,0,1165,70,28,0,0,20268,58520,0,0,7449,2984,0,0,0,0,30124,0,0,65128,19183,0,17236,71641,41393,0,0,41820,0,0,0,0,30,0,0,0,6220,0,0,0,6718,0,0,3650,482,39,15,3,0,3,0,0,0,1,3,2,0,0,6,6,0,5,136,1,3
"263","804_2009","X000910",2009,804,"Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,804,2009,0,31,0,0,0,0,0,6953,0,0,0,0,0,0,0,0,7743,0,0,0,0,0,0,88683,0,0,0,0,0,0,0,0,0,0,0,0,94144,0,0,0,0,0,0,2396,65,0,0,1,0,2,0,0,0,1,0,2,0,0,4,1,0,0,0,0,0
"264","804_2009","X000911",2009,804,"Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006",28,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,804,2009,0,31,0,0,0,0,0,6953,0,0,0,0,0,0,0,0,7743,0,0,0,0,0,0,88683,0,0,0,0,0,0,0,0,0,0,0,0,94144,0,0,0,0,0,0,2396,65,0,0,1,0,2,0,0,0,1,0,2,0,0,4,1,0,0,0,0,0
"265","804_2009","X000912",2009,804,"Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,804,2009,0,31,0,0,0,0,0,6953,0,0,0,0,0,0,0,0,7743,0,0,0,0,0,0,88683,0,0,0,0,0,0,0,0,0,0,0,0,94144,0,0,0,0,0,0,2396,65,0,0,1,0,2,0,0,0,1,0,2,0,0,4,1,0,0,0,0,0
"266","804_2009","X000915",2009,804,"Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,804,2009,0,31,0,0,0,0,0,6953,0,0,0,0,0,0,0,0,7743,0,0,0,0,0,0,88683,0,0,0,0,0,0,0,0,0,0,0,0,94144,0,0,0,0,0,0,2396,65,0,0,1,0,2,0,0,0,1,0,2,0,0,4,1,0,0,0,0,0
"267","781_2012","X000840",2012,781,"674-702 Lorimer Street PORT MELBOURNE VIC 3207",0,0,0,0,0,0,0,0,0,0,144.9233618,-37.82230248,781,2012,0,94,28,0,0,0,0,9891,0,0,0,0,0,0,0,48239,34122,0,0,0,0,0,0,61529,0,0,0,0,0,0,0,0,6746,0,0,0,0,0,0,0,9033,0,841,573,718,0,2,3,0,3,11,2,0,2,1,2,16,0,3,26,0,3,6,5,13
"268","781_2010","X000841",2010,781,"704-744 Lorimer Street PORT MELBOURNE VIC 3207",0,0,0,0,0,0,0,0,53,0,144.9254499,-37.82167499,781,2010,0,94,28,0,0,0,0,9891,0,0,0,0,0,0,0,48239,34122,0,0,0,0,0,0,61529,0,0,0,0,0,0,0,0,6746,0,0,0,0,0,0,0,9033,0,841,573,718,0,2,3,0,3,11,2,0,2,1,2,16,0,3,26,0,3,6,5,13
"269","781_2008","X000842",2008,781,"704-744 Lorimer Street PORT MELBOURNE VIC 3207",0,0,0,0,0,0,0,0,0,0,144.9254499,-37.82167499,781,2008,0,85,20,0,0,0,0,2909,0,0,0,0,0,0,0,54188,31615,0,0,0,0,0,0,57573,0,0,0,0,0,0,0,0,6727,0,0,0,0,0,0,0,7861,0,2949,0,1113,0,2,4,0,2,6,2,0,3,1,2,16,0,4,14,0,2,5,2,17
"270","804_2011","X000909",2011,804,"1-27 South Wharf Promenade SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9534093,-37.82429078,804,2011,0,1165,70,28,0,0,20268,58520,0,0,7449,2984,0,0,0,0,30124,0,0,65128,19183,0,17236,71641,41393,0,0,41820,0,0,0,0,30,0,0,0,6220,0,0,0,6718,0,0,3650,482,39,15,3,0,3,0,0,0,1,3,2,0,0,6,6,0,5,136,1,3
"271","804_2010","X000914",2010,804,"1-27 South Wharf Promenade SOUTH WHARF VIC 3006",0,0,0,0,0,0,0,0,0,0,144.9534093,-37.82429078,804,2010,0,31,0,0,0,0,0,6953,0,0,0,0,0,0,0,0,7743,0,0,0,0,0,0,88683,0,0,0,0,0,0,0,0,0,0,0,0,94144,0,0,0,0,0,0,2396,65,0,0,1,0,2,0,0,0,1,0,2,0,0,4,1,0,0,0,0,0
"272","781_2010","X000835",2010,781,"49-89 Turner Street PORT MELBOURNE VIC 3207",0,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,781,2010,0,94,28,0,0,0,0,9891,0,0,0,0,0,0,0,48239,34122,0,0,0,0,0,0,61529,0,0,0,0,0,0,0,0,6746,0,0,0,0,0,0,0,9033,0,841,573,718,0,2,3,0,3,11,2,0,2,1,2,16,0,3,26,0,3,6,5,13
"273","781_2009","X000836",2009,781,"49-89 Turner Street PORT MELBOURNE VIC 3207",0,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,781,2009,0,85,20,0,0,0,0,2909,0,0,0,0,0,0,0,54188,31615,0,0,0,0,0,0,57573,0,0,0,0,0,0,0,0,6727,0,0,0,0,0,0,0,7861,0,2949,0,1113,0,2,4,0,2,6,2,0,3,1,2,16,0,4,14,0,2,5,2,17
